,Policy High rise Program switch,increase in FAR,FAR implementation year,Accelerated city growth program switch,effect of green recov,Green reconv policy start,Policy reconversion of Slums Switch,effect of reconversion rate on Policy,Slum reconv polict start year,Austerity Policy Program Switch,effect on non resi reconv of policy,reconv policy start year,Austerity effect on inflation,Auterity implementation year,Housing Finance Policy Program Switch,Housing finance effect on household spendings,Housing Finane Policy start year,Policy Relocation program Switch,effect on relocation rate,additional relocation housing factor,Relocation policy start year,Housing Affordability Rating,People with No Settlements,Illegal Slum Population,Urban Non Residential Area,Green Area
38,0.9631245791049047,3.6186309278154307,2035.321459695464,0.9410093100447147,4.961930094378887,2038.7842216081344,0.9438972371615714,3.563636426966173,2036.3708394364633,0.8899618885091378,3.920209403806356,2044.788383337957,3.0674662574234217,2040.526161427936,0.9067487214166506,4.962249641049411,2042.638186186683,0.9651768528465755,4.911360594440144,3.3452948980030115,2032.0535303862378,27.557104110717773,55734452.0,1959247.625,38.1766471862793,0.8867345452308655
39,0.9607023525024255,3.710855747268647,2034.9210005539892,0.9559150928754021,4.236414673403326,2045.3690168621588,0.9351437340660166,1.7006456690910703,2036.5286798065858,0.8911131779362048,3.8702335876222675,2037.719303436199,3.1092646288301586,2044.335573115441,0.9339435601111022,4.864489519412649,2030.0610456235636,0.903167007823812,4.495704565063217,3.317247430227413,2033.0205503080138,11.032153129577637,13241152.0,600000.0,29.061004638671875,1.7969683408737183
40,0.9478387482284949,4.603936433538323,2035.8352000554155,0.9743566875601876,4.238354444415612,2043.7677647887515,0.9456377243095383,1.699809200821381,2034.4902053310536,0.8895142426911601,3.9228786052316997,2044.7226971909167,1.0069975576600196,2044.0959916429215,0.8351924135246931,4.948966865954861,2041.5390627490128,0.9057752583162879,2.5441152816979775,3.2400956546920483,2041.8057258800618,45.852622985839844,59467544.0,1511547.25,35.59522247314453,1.6352283954620361
41,0.9626533963327333,3.066720350881029,2044.4553230616405,0.824438470756596,4.033414721935884,2047.083658587077,0.9410919808492294,4.253301386229599,2045.5156150408282,0.6245420253076399,3.878385572194665,2036.4437197998052,1.1797216586014219,2044.4904323763817,0.825953507964179,4.782039875245068,2034.259293674091,0.9156070645572444,4.829796585310309,3.6267619856434683,2032.5077811649319,45.852622985839844,57677448.0,603836.3125,28.335372924804688,2.775852918624878
42,0.5895613556216155,3.066720350881029,2043.9639766565672,0.824438470756596,4.033414721935884,2046.9828740029166,0.9410919808492294,4.517808196090577,2045.5018235495584,0.5903558136293449,3.878385572194665,2036.4437197998052,1.0029876503345085,2039.272388445481,0.9135052890772067,4.782039875245068,2033.333737005203,0.9156070645572444,4.829796585310309,3.613969948773919,2032.5204843868514,12.763757705688477,15526412.0,600000.0,28.188793182373047,2.7573580741882324
43,0.9631245791049047,3.6186309278154307,2035.2171296972328,0.9410093100447147,4.961930094378887,2038.7842216081344,0.9438972371615714,3.563636426966173,2045.704404843897,0.8899618885091378,3.920209403806356,2044.6165426587888,3.0674662574234217,2040.526161427936,0.785493281956747,4.962249641049411,2042.638186186683,0.9651768528465755,4.911360594440144,3.608696784599948,2032.061695099905,45.852622985839844,59657548.0,1833704.75,37.2653923034668,0.9048829078674316
44,0.9602138514433437,3.6186309278154307,2034.9187167018556,0.9364471903545802,4.932542701200394,2043.792750341417,0.9439138573526922,1.692242838523832,2044.976868373698,0.890060160849037,3.920373420398444,2042.1492071592093,3.0674662574234217,2043.7931861987831,0.8330429439169524,4.902157311632961,2042.638186186683,0.9233559933656849,4.936029114953003,3.341582743252546,2032.9918373673368,45.852622985839844,59004092.0,1403679.0,35.422786712646484,1.479568600654602
45,0.949083455141416,4.603936433538323,2035.8345319034338,0.9743566875601876,4.952110072740401,2043.8250463899324,0.9456377243095383,1.699153106242414,2036.7475552867932,0.8895199317066166,4.839861991208531,2045.5932150816554,1.0071665786215642,2044.3103099643834,0.9521714703308353,4.966313283017367,2032.327139496235,0.9678339629461467,2.5441152816979775,1.16814473455968,2042.7856841817884,11.871970176696777,15356122.0,600000.0,31.669628143310547,1.3122100830078125
46,0.8950809617362943,1.5770480652677898,2044.6724941765535,0.822366456397848,4.03313293379324,2037.41640273535,0.10925215331473326,1.6947133139230792,2046.448102049366,0.6220541848075568,4.855629379053652,2036.4412052978648,1.0283075161595532,2044.5750857886374,0.9515072575405074,4.784188477951581,2030.0562344096056,0.8048456054276866,2.4279562758613205,1.059589622730108,2032.4693448686965,11.183380126953125,13990672.0,600000.0,25.724292755126953,2.449249505996704
47,0.9481442856505179,4.551814744499615,2036.3156586825112,0.9742370384339589,4.483880389545457,2043.845438261214,0.8923090534411046,3.428761185466692,2038.238914148292,0.8171298143174914,3.571905252162306,2044.7909121305759,2.7517996570286654,2039.4130738175397,0.9024948692672117,4.9742682722868485,2041.6494603433189,0.9678339629461467,2.2993242412635535,3.228440126394213,2032.6540408105288,25.446914672851562,51929200.0,1761490.125,33.45450973510742,1.5818777084350586
48,0.9602138514433437,3.6186309278154307,2034.9187167018556,0.9364471903545802,4.932542701200394,2043.788172194046,0.9439138573526922,3.4735224250699774,2044.976868373698,0.890060160849037,3.920373420398444,2042.1492071592093,3.0674662574234217,2044.2816109354733,0.9029524869747637,4.904010203322163,2042.638186186683,0.920879616483802,4.936029114953003,3.341582743252546,2032.9918373673368,27.56045913696289,55049652.0,1093327.75,35.34132385253906,1.4780203104019165
